BillID,BillIntroducedDate,BillNumber,BillNumberOfPages,BillTitle,BillType,BillURL,DaysUntilRoyalAssent,FirstEventChamber,FirstEventDate,FirstEventId,FirstEventMeetingnumber,LastEventDate,PDFURL,ParliamentNumber,PrimeMinisterName,PrimeMinisterParty,SessionNumber,SponsorGender,SponsorParty,SponsorTitle,StatuteChapter,StatuteYear
5507161,2012-04-24T10:03:52,C-37,6.0,An Act to amend the Criminal Code,House Government Bill,http://parl.ca/DocumentViewer/en/5511269?Language=E,421,HOC,2012-04-24,7527457,109,2013-06-19,http://parl.ca/Content/Bills/411/Government/C-37/C-37_1/C-37_1.PDF,41,Stephen Harper,Conservative,1,M,Conservative,Minister of Justice,11,2013
3188741,2007-12-10T15:09:15,C-37,16.0,An Act to amend the Citizenship Act,House Government Bill,http://parl.ca/DocumentViewer/en/3195029?Language=E,129,HOC,2007-12-10,3832258,34,2008-04-17,http://parl.ca/Content/Bills/392/Government/C-37/C-37_1/C-37_1.PDF,39,Stephen Harper,Conservative,2,F,Conservative,Minister of Citizenship and Immigration,14,2008
2531869,2006-11-27T15:07:42,C-37,242.0,An Act to amend the law governing financial institutions and to provide for related and consequential matters,House Government Bill,http://parl.ca/DocumentViewer/en/2543049?Language=E,122,HOC,2006-11-27,3830344,87,2007-03-29,http://parl.ca/Content/Bills/391/Government/C-37/C-37_1/C-37_1.PDF,39,Stephen Harper,Conservative,1,M,Conservative,Minister of Finance,6,2007
1540978,2004-12-13T15:16:13,C-37,10.0,An Act to amend the Telecommunications Act,House Government Bill,http://parl.ca/DocumentViewer/en/2333922?Language=E,347,HOC,2004-12-13,3840105,44,2005-11-25,http://parl.ca/Content/Bills/381/Government/C-37/C-37_1/C-37_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of Industry,50,2005
892725,2003-05-15T10:10:46,C-37,88.0,An Act to amend the Canadian Forces Superannuation Act and to make consequential amendments to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/2331401?Language=E,176,HOC,2003-05-15,3834824,103,2003-11-07,http://parl.ca/Content/Bills/372/Government/C-37/c-37_1/c-37_1.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of National Defence,26,2003
73482,2001-10-17T14:04:03,C-37,18.0,"An Act to facilitate the implementation of those provisions of first nations' claim settlements in the Provinces of Alberta and Saskatchewan that relate to the creation of reserves or the addition of land to existing reserves, and to make related amendments to the Manitoba Claim Settlements Implementation Act and the Saskatchewan Treaty Land Entitlement Act",House Government Bill,http://parl.ca/DocumentViewer/en/2330952?Language=E,155,HOC,2001-10-17,3832986,96,2002-03-21,http://parl.ca/Content/Bills/371/Government/C-37/c-37_1/c-37_1.pdf,37,Jean Chrétien,Liberal,1,M,Liberal,Minister of Indian Affairs and Northern Development,3,2002
6656360,2014-06-10T10:30:47,C-38,66.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2015",House Government Bill,http://parl.ca/DocumentViewer/en/6664422?Language=E,9,HOC,2014-06-10,8414913,100,2014-06-19,http://parl.ca/Content/Bills/412/Government/C-38/C-38_3/C-38_3.PDF,41,Stephen Harper,Conservative,2,M,Conservative,President of the Treasury Board,15,2014
5514128,2012-04-26T10:05:41,C-38,452.0,"An Act to implement certain provisions of the budget tabled in Parliament on March 29, 2012 and other measures",House Government Bill,http://parl.ca/DocumentViewer/en/5524772?Language=E,64,HOC,2012-04-26,7540067,111,2012-06-29,http://parl.ca/Content/Bills/411/Government/C-38/C-38_1/C-38_1.PDF,41,Stephen Harper,Conservative,1,M,Conservative,Minister of Finance,19,2012
3961709,2009-06-09T10:09:41,C-38,24.0,An Act to amend the Canada National Parks Act to enlarge Nahanni National Park Reserve of Canada,House Government Bill,http://parl.ca/DocumentViewer/en/3970551?Language=E,9,HOC,2009-06-09,3838633,71,2009-06-18,http://parl.ca/Content/Bills/402/Government/C-38/C-38_1/C-38_1.PDF,40,Stephen Harper,Conservative,2,M,Conservative,Minister of the Environment,17,2009
3196419,2007-12-11T17:58:15,C-38,6.0,An Act to permit the resumption and continuation of the operation of the National Research Universal Reactor at Chalk River,House Government Bill,http://parl.ca/DocumentViewer/en/3204404?Language=E,1,HOC,2007-12-11,3840563,35,2007-12-12,http://parl.ca/Content/Bills/392/Government/C-38/C-38_3/C-38_3.PDF,39,Stephen Harper,Conservative,2,M,Conservative,Minister of Natural Resources,31,2007
2536904,2006-11-28T16:38:00,C-38,96.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2007",House Government Bill,http://parl.ca/DocumentViewer/en/3295047?Language=E,14,HOC,2006-11-28,3835291,88,2006-12-12,http://parl.ca/Content/Bills/391/Government/C-38/C-38_4/C-38_4.PDF,39,Stephen Harper,Conservative,1,M,Conservative,President of the Treasury Board,6,2006
1585203,2005-02-01T10:10:54,C-38,16.0,An Act respecting certain aspects of legal capacity for marriage for civil purposes,House Government Bill,http://parl.ca/DocumentViewer/en/2333931?Language=E,169,HOC,2005-02-01,3837304,47,2005-07-20,http://parl.ca/Content/Bills/381/Government/C-38/C-38_1/C-38_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of Justice,33,2005
81715,2001-10-25T13:39:46,C-38,8.0,An Act to amend the Air Canada Public Participation Act,House Government Bill,http://parl.ca/DocumentViewer/en/2330955?Language=E,54,HOC,2001-10-25,3839729,102,2001-12-18,http://parl.ca/Content/Bills/371/Government/C-38/c-38_1/c-38_1.pdf,37,Jean Chrétien,Liberal,1,M,Liberal,Minister of Transport,35,2001
6656374,2014-06-10T10:31:13,C-39,14.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2015",House Government Bill,http://parl.ca/DocumentViewer/en/6664424?Language=E,9,HOC,2014-06-10,8414914,100,2014-06-19,http://parl.ca/Content/Bills/412/Government/C-39/C-39_3/C-39_3.PDF,41,Stephen Harper,Conservative,2,M,Conservative,President of the Treasury Board,16,2014
5606773,2012-05-28T15:08:10,C-39,12.0,An Act to provide for the continuation and resumption of rail service operations,House Government Bill,http://parl.ca/DocumentViewer/en/5609880?Language=E,3,HOC,2012-05-28,7602552,128,2012-05-31,http://parl.ca/Content/Bills/411/Government/C-39/C-39_1/C-39_1.PDF,41,Stephen Harper,Conservative,1,F,Conservative,Minister of Labour,8,2012
3973277,2009-06-10T00:00:00,C-39,4.0,An Act to amend the Judges Act,House Government Bill,http://parl.ca/DocumentViewer/en/3974355?Language=E,8,SEN,2009-06-10,3487675,44,2009-06-18,http://parl.ca/Content/Bills/402/Government/C-39/C-39_3/C-39_3.PDF,40,Stephen Harper,Conservative,2,M,Conservative,Minister of Indian Affairs and Northern Development and Federal Interlocutor for Métis and Non-Status Indians,19,2009
2536994,2006-11-28T19:20:25,C-39,1.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2007",House Government Bill,http://parl.ca/DocumentViewer/en/5117694?Language=E,14,HOC,2006-11-28,3835292,88,2006-12-12,http://parl.ca/Content/Bills/391/Government/C-39/C-39_4/C-39_4.PDF,39,Stephen Harper,Conservative,1,M,Conservative,President of the Treasury Board,7,2006
1601463,2005-02-07T15:09:34,C-39,10.0,An Act to amend the Federal-Provincial Fiscal Arrangements Act and to enact An Act respecting the provision of funding for diagnostic and medical equipment,House Government Bill,http://parl.ca/DocumentViewer/en/2333933?Language=E,44,HOC,2005-02-07,3838067,51,2005-03-23,http://parl.ca/Content/Bills/381/Government/C-39/C-39_1/C-39_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of Finance,11,2005
85267,2001-10-31T13:41:31,C-39,150.0,"An Act to replace the Yukon Act in order to modernize it and to implement certain provisions of the Yukon Northern Affairs Program Devolution Transfer Agreement, and to repeal and make amendments to other Acts",House Government Bill,http://parl.ca/DocumentViewer/en/2330958?Language=E,147,HOC,2001-10-31,3832998,106,2002-03-27,http://parl.ca/Content/Bills/371/Government/C-39/c-39_1/c-39_1.pdf,37,Jean Chrétien,Liberal,1,M,Liberal,Minister of Indian Affairs and Northern Development,7,2002
947196,2003-06-02T12:15:24,C-39,16.0,An Act to amend the Members of Parliament Retiring Allowances Act and the Parliament of Canada Act,House Government Bill,http://parl.ca/DocumentViewer/en/2331406?Language=E,17,HOC,2003-06-02,3839950,109,2003-06-19,http://parl.ca/Content/Bills/372/Government/C-39/c-39_3/c-39_3.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of State and Leader of the Government in the House of Commons,16,2003
6666121,2014-06-13T12:03:33,C-40,44.0,An Act respecting the Rouge National Urban Park,House Government Bill,http://parl.ca/DocumentViewer/en/6674452?Language=E,314,HOC,2014-06-13,8425983,103,2015-04-23,http://parl.ca/Content/Bills/412/Government/C-40/C-40_1/C-40_1.PDF,41,Stephen Harper,Conservative,2,F,Conservative,"Minister of the Environment, Minister of the Canadian Northern Economic Development Agency and Minister for the Arctic Council",10,2015
5634778,2012-06-06T16:09:15,C-40,82.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2013",House Government Bill,http://parl.ca/DocumentViewer/en/5653337?Language=E,22,HOC,2012-06-06,7633689,135,2012-06-28,http://parl.ca/Content/Bills/411/Government/C-40/C-40_3/C-40_3.PDF,41,Stephen Harper,Conservative,1,M,Conservative,President of the Treasury Board,10,2012
4620315,2010-06-16T15:15:06,C-40,4.0,An Act to establish National Seniors Day,House Government Bill,http://parl.ca/DocumentViewer/en/4633308?Language=E,155,HOC,2010-06-16,3838879,64,2010-11-18,http://parl.ca/Content/Bills/403/Government/C-40/C-40_1/C-40_1.PDF,40,Stephen Harper,Conservative,3,F,Conservative,Minister of Human Resources and Skills Development,13,2010
3238735,2008-02-04T15:04:32,C-40,12.0,"An Act to amend the Canada Labour Code, the Canada Student Financial Assistance Act, the Canada Student Loans Act and the Public Service Employment Act",House Government Bill,http://parl.ca/DocumentViewer/en/3242337?Language=E,73,HOC,2008-02-04,3835457,43,2008-04-17,http://parl.ca/Content/Bills/392/Government/C-40/C-40_1/C-40_1.PDF,39,Stephen Harper,Conservative,2,M,Conservative,Minister of Labour,15,2008
2539974,2006-12-05T10:05:57,C-40,134.0,"An Act to amend the Excise Tax Act, the Excise Act, 2001 and the Air Travellers Security Charge Act and to make related amendments to other Acts",House Government Bill,http://parl.ca/DocumentViewer/en/2566755?Language=E,199,HOC,2006-12-05,3831627,91,2007-06-22,http://parl.ca/Content/Bills/391/Government/C-40/C-40_1/C-40_1.PDF,39,Stephen Harper,Conservative,1,M,Conservative,Minister of Finance,18,2007
1541010,2005-03-11T12:05:28,C-40,6.0,An Act to amend the Canada Grain Act and the Canada Transportation Act,House Government Bill,http://parl.ca/DocumentViewer/en/2334063?Language=E,69,HOC,2005-03-11,3834918,70,2005-05-19,http://parl.ca/Content/Bills/381/Government/C-40/C-40_1/C-40_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of Agriculture and Agri-Food,24,2005
85260,2001-11-01T14:15:01,C-40,55.0,"An Act to correct certain anomalies, inconsistencies and errors and to deal with other matters of a non-controversial and uncomplicated nature in the Statutes of Canada and to repeal certain provisions that have expired, lapsed, or otherwise ceased to have effect",House Government Bill,http://parl.ca/DocumentViewer/en/2330964?Language=E,47,HOC,2001-11-01,3832826,107,2001-12-18,http://parl.ca/Content/Bills/371/Government/C-40/c-40_1/c-40_1.pdf,37,Jean Chrétien,Liberal,1,F,Liberal,Minister of Justice,34,2001
8834374,2017-03-21T11:57:26,C-40,34.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",House Government Bill,http://parl.ca/DocumentViewer/en/8838646?Language=E,9,HOC,2017-03-21,9437500,154,2017-03-30,http://parl.ca/Content/Bills/421/Government/C-40/C-40_3/C-40_3.PDF,42,Justin Trudeau,Liberal,1,M,Liberal,President of the Treasury Board,1,2017
6697001,2014-09-23T10:03:19,C-41,114.0,An Act to implement the Free Trade Agreement between Canada and the Republic of Korea,House Government Bill,http://parl.ca/DocumentViewer/en/6699783?Language=E,64,HOC,2014-09-23,8444725,114,2014-11-26,http://parl.ca/Content/Bills/412/Government/C-41/C-41_1/C-41_1.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of International Trade,28,2014
5634792,2012-06-06T16:24:33,C-41,46.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2013",House Government Bill,http://parl.ca/DocumentViewer/en/5653628?Language=E,22,HOC,2012-06-06,7633690,135,2012-06-28,http://parl.ca/Content/Bills/411/Government/C-41/C-41_3/C-41_3.PDF,41,Stephen Harper,Conservative,1,M,Conservative,President of the Treasury Board,11,2012
3987044,2009-06-15T15:08:45,C-41,14.0,An Act to give effect to the Maanulth First Nations Final Agreement and to make consequential amendments to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/3991081?Language=E,3,HOC,2009-06-15,3838649,75,2009-06-18,http://parl.ca/Content/Bills/402/Government/C-41/C-41_1/C-41_1.PDF,40,Stephen Harper,Conservative,2,M,Conservative,Minister of Indian Affairs and Northern Development and Federal Interlocutor for Métis and Non-Status Indians,18,2009
3241744,2008-02-05T00:00:00,C-41,4.0,An Act respecting payments to a trust established to provide provinces and territories with funding for community development,House Government Bill,http://parl.ca/DocumentViewer/en/3245434?Language=E,2,SEN,2008-02-05,3487638,29,2008-02-07,http://parl.ca/Content/Bills/392/Government/C-41/C-41_3/C-41_3.PDF,39,Stephen Harper,Conservative,2,M,Conservative,Minister of Finance,1,2008
1699265,2005-03-22T00:00:00,C-41,1.0,"An Act for granting to Her Majesty certain sums of money for the public service of Canada for the financial year ending March 31, 2005",House Government Bill,http://parl.ca/DocumentViewer/en/3293346?Language=E,1,SEN,2005-03-22,3487538,46,2005-03-23,http://parl.ca/Content/Bills/381/Government/C-41/C-41_4/C-41_4.PDF,38,Paul Martin,Liberal,1,M,Liberal,President of the Treasury Board,12,2005
91392,2001-11-07T15:16:11,C-41,10.0,An Act to amend the Canadian Commercial Corporation Act,House Government Bill,http://parl.ca/DocumentViewer/en/2330967?Language=E,134,HOC,2001-11-07,3833003,111,2002-03-21,http://parl.ca/Content/Bills/371/Government/C-41/c-41_1/c-41_1.pdf,37,Jean Chrétien,Liberal,1,M,Liberal,Minister for International Trade,4,2002
8834412,2017-03-21T12:04:11,C-41,28.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2018",House Government Bill,http://parl.ca/DocumentViewer/en/8838618?Language=E,9,HOC,2017-03-21,9437501,154,2017-03-30,http://parl.ca/Content/Bills/421/Government/C-41/C-41_3/C-41_3.PDF,42,Justin Trudeau,Liberal,1,M,Liberal,President of the Treasury Board,2,2017
6714626,2014-10-07T10:04:49,C-42,26.0,An Act to amend the Firearms Act and the Criminal Code and to make a related amendment and a consequential amendment to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/6719328?Language=E,254,HOC,2014-10-07,8464938,124,2015-06-18,http://parl.ca/Content/Bills/412/Government/C-42/C-42_1/C-42_1.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of Public Safety and Emergency Preparedness,27,2015
5683261,2012-06-20T15:15:20,C-42,126.0,An Act to amend the Royal Canadian Mounted Police Act and to make related and consequential amendments to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/5693897?Language=E,364,HOC,2012-06-20,7666375,144,2013-06-19,http://parl.ca/Content/Bills/411/Government/C-42/C-42_1/C-42_1.PDF,41,Stephen Harper,Conservative,1,M,Conservative,Minister of Public Safety,18,2013
4626858,2010-06-17T10:15:53,C-42,6.0,An Act to amend the Aeronautics Act,House Government Bill,http://parl.ca/DocumentViewer/en/4644563?Language=E,279,HOC,2010-06-17,3841476,65,2011-03-23,http://parl.ca/Content/Bills/403/Government/C-42/C-42_1/C-42_1.PDF,40,Stephen Harper,Conservative,3,M,Conservative,"Minister of Transport, Infrastructure and Communities",9,2011
3261334,2008-02-11T15:08:31,C-42,12.0,An Act to amend the Museums Act and to make consequential amendments to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/3267074?Language=E,31,HOC,2008-02-11,3832293,48,2008-03-13,http://parl.ca/Content/Bills/392/Government/C-42/C-42_1/C-42_1.PDF,39,Stephen Harper,Conservative,2,F,Conservative,"Minister of Canadian Heritage, Status of Women and Official Languages",9,2008
2584618,2006-12-12T10:05:24,C-42,6.0,An Act to amend the Quarantine Act,House Government Bill,http://parl.ca/DocumentViewer/en/2593279?Language=E,192,HOC,2006-12-12,3840493,96,2007-06-22,http://parl.ca/Content/Bills/391/Government/C-42/C-42_1/C-42_1.PDF,39,Stephen Harper,Conservative,1,M,Conservative,Minister of Health,27,2007
1694060,2005-03-22T00:00:00,C-42,1.0,"An Act for granting to Her Majesty certain sums of money for the public service of Canada for the financial year ending March 31, 2006",House Government Bill,http://parl.ca/DocumentViewer/en/3293347?Language=E,1,SEN,2005-03-22,3487539,46,2005-03-23,http://parl.ca/Content/Bills/381/Government/C-42/C-42_4/C-42_4.PDF,38,Paul Martin,Liberal,1,M,Liberal,President of the Treasury Board,13,2005
953619,2003-06-06T12:07:44,C-42,46.0,An Act respecting the protection of the Antarctic Environment,House Government Bill,http://parl.ca/DocumentViewer/en/2331414?Language=E,136,HOC,2003-06-06,3831243,113,2003-10-20,http://parl.ca/Content/Bills/372/Government/C-42/c-42_1/c-42_1.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of the Environment,20,2003
6732518,2014-10-23T11:45:10,C-43,478.0,"A second Act to implement certain provisions of the budget tabled in Parliament on February 11, 2014 and other measures",House Government Bill,http://parl.ca/DocumentViewer/en/6737565?Language=E,54,HOC,2014-10-23,8479315,130,2014-12-16,http://parl.ca/Content/Bills/412/Government/C-43/C-43_1/C-43_1.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of Finance,39,2014
5683267,2012-06-20T15:17:32,C-43,22.0,An Act to amend the Immigration and Refugee Protection Act,House Government Bill,http://parl.ca/DocumentViewer/en/5693440?Language=E,364,HOC,2012-06-20,7666376,144,2013-06-19,http://parl.ca/Content/Bills/411/Government/C-43/C-43_1/C-43_1.PDF,41,Stephen Harper,Conservative,1,M,Conservative,"Minister of Citizenship, Immigration and Multiculturalism",16,2013
1694033,2005-03-24T10:10:04,C-43,128.0,"An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005",House Government Bill,http://parl.ca/DocumentViewer/en/2334079?Language=E,97,HOC,2005-03-24,3838095,74,2005-06-29,http://parl.ca/Content/Bills/381/Government/C-43/C-43_1/C-43_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of Finance,30,2005
161047,2001-11-22T10:05:46,C-43,30.0,An Act to amend certain Acts and instruments and to repeal the Fisheries Prices Support Act,House Government Bill,http://parl.ca/DocumentViewer/en/2330971?Language=E,203,HOC,2001-11-22,3832832,117,2002-06-13,http://parl.ca/Content/Bills/371/Government/C-43/c-43_1/c-43_1.pdf,37,Jean Chrétien,Liberal,1,M,Liberal,Leader of the Government in the House of Commons,17,2002
6729100,2014-10-27T15:09:14,C-44,10.0,An Act to amend the Canadian Security Intelligence Service Act and other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/6739855?Language=E,178,HOC,2014-10-27,8482228,132,2015-04-23,http://parl.ca/Content/Bills/412/Government/C-44/C-44_1/C-44_1.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of Public Safety and Emergency Preparedness,9,2015
5709667,2012-09-20T10:09:23,C-44,36.0,An Act to amend the Canada Labour Code and the Employment Insurance Act and to make consequential amendments to the Income Tax Act and the Income Tax Regulations,House Government Bill,http://parl.ca/DocumentViewer/en/5712979?Language=E,85,HOC,2012-09-20,7683060,149,2012-12-14,http://parl.ca/Content/Bills/411/Government/C-44/C-44_1/C-44_1.PDF,41,Stephen Harper,Conservative,1,F,Conservative,Minister of Human Resources and Skills Development,27,2012
4630928,2010-06-17T19:49:20,C-44,72.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",House Government Bill,http://parl.ca/DocumentViewer/en/4641770?Language=E,12,HOC,2010-06-17,3841502,65,2010-06-29,http://parl.ca/Content/Bills/403/Government/C-44/C-44_3/C-44_3.PDF,40,Stephen Harper,Conservative,3,M,Conservative,President of the Treasury Board,10,2010
3293100,2008-02-25T15:12:43,C-44,14.0,An Act to amend the Agricultural Marketing Programs Act,House Government Bill,http://parl.ca/DocumentViewer/en/3294765?Language=E,3,HOC,2008-02-25,3838417,53,2008-02-28,http://parl.ca/Content/Bills/392/Government/C-44/C-44_1/C-44_1.PDF,39,Stephen Harper,Conservative,2,M,Conservative,Minister of Agriculture and Agri-Food,7,2008
168827,2001-11-28T15:08:41,C-44,4.0,An Act to amend the Aeronautics Act,House Government Bill,http://parl.ca/DocumentViewer/en/2330974?Language=E,20,HOC,2001-11-28,3836214,120,2001-12-18,http://parl.ca/Content/Bills/371/Government/C-44/c-44_1/c-44_1.pdf,37,Jean Chrétien,Liberal,1,M,Liberal,Minister of Transport,38,2001
975181,2003-06-11T14:05:15,C-44,16.0,An Act to compensate military members injured during service,House Government Bill,http://parl.ca/DocumentViewer/en/2331418?Language=E,8,HOC,2003-06-11,3834844,116,2003-06-19,http://parl.ca/Content/Bills/372/Government/C-44/c-44_1/c-44_1.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of National Defence,14,2003
6811594,2014-12-03T12:17:39,C-45,50.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2015",House Government Bill,http://parl.ca/DocumentViewer/en/6815966?Language=E,13,HOC,2014-12-03,8540387,154,2014-12-16,http://parl.ca/Content/Bills/412/Government/C-45/C-45_3/C-45_3.PDF,41,Stephen Harper,Conservative,2,M,Conservative,President of the Treasury Board,33,2014
5754371,2012-10-18T10:03:14,C-45,430.0,"A second Act to implement certain provisions of the budget tabled in Parliament on March 29, 2012 and other measures",House Government Bill,http://parl.ca/DocumentViewer/en/5765988?Language=E,57,HOC,2012-10-18,7727737,164,2012-12-14,http://parl.ca/Content/Bills/411/Government/C-45/C-45_1/C-45_1.PDF,41,Stephen Harper,Conservative,1,M,Conservative,Minister of Finance,31,2012
4631014,2010-06-17T19:58:39,C-45,48.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",House Government Bill,http://parl.ca/DocumentViewer/en/4641772?Language=E,12,HOC,2010-06-17,3841497,65,2010-06-29,http://parl.ca/Content/Bills/403/Government/C-45/C-45_3/C-45_3.PDF,40,Stephen Harper,Conservative,3,M,Conservative,President of the Treasury Board,11,2010
1768476,2005-04-20T15:19:23,C-45,63.0,"An Act to provide services, assistance and compensation to or in respect of Canadian Forces members and veterans and to make amendments to certain Acts",House Government Bill,http://parl.ca/DocumentViewer/en/2333961?Language=E,23,HOC,2005-04-20,3833318,86,2005-05-13,http://parl.ca/Content/Bills/381/Government/C-45/C-45_1/C-45_1.PDF,38,Paul Martin,Liberal,1,F,Liberal,Minister of Veterans Affairs,21,2005
981232,2003-06-12T10:27:19,C-45,26.0,An Act to amend the Criminal Code (criminal liability of organizations),House Government Bill,http://parl.ca/DocumentViewer/en/2331421?Language=E,148,HOC,2003-06-12,3836487,117,2003-11-07,http://parl.ca/Content/Bills/372/Government/C-45/c-45_1/c-45_1.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of Justice,21,2003
174077,2001-12-04T09:57:46,C-45,,"An Act for granting to Her Majesty certain sums of money for the public service of Canada for the financial year ending March 31, 2002",House Government Bill,,14,HOC,2001-12-04,3836223,124,2001-12-18,,37,Jean Chrétien,Liberal,1,F,Liberal,President of the Treasury Board,39,2001
6802547,2014-12-08T15:23:23,C-46,56.0,An Act to amend the National Energy Board Act and the Canada Oil and Gas Operations Act,House Government Bill,http://parl.ca/DocumentViewer/en/6825928?Language=E,192,HOC,2014-12-08,8546542,157,2015-06-18,http://parl.ca/Content/Bills/412/Government/C-46/C-46_1/C-46_1.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of Natural Resources and Minister for the Federal Economic Development Initiative for Northern Ontario,21,2015
5767294,2012-10-19T11:51:29,C-46,40.0,An Act to amend the Members of Parliament Retiring Allowances Act,House Government Bill,http://parl.ca/DocumentViewer/en/5769216?Language=E,13,HOC,2012-10-19,7728444,165,2012-11-01,http://parl.ca/Content/Bills/411/Government/C-46/C-46_3/C-46_3.PDF,41,Stephen Harper,Conservative,1,M,Conservative,Minister of Finance,22,2012
2725646,2007-02-23T12:02:49,C-46,12.0,An Act to provide for the resumption and continuation of railway operations,House Government Bill,http://parl.ca/DocumentViewer/en/2737386?Language=E,54,HOC,2007-02-23,3830369,117,2007-04-18,http://parl.ca/Content/Bills/391/Government/C-46/C-46_1/C-46_1.PDF,39,Stephen Harper,Conservative,1,M,Conservative,Minister of Labour,8,2007
173152,2001-12-05T15:19:59,C-46,7.0,An Act to amend the Criminal Code (alcohol ignition interlock device programs),House Government Bill,http://parl.ca/DocumentViewer/en/2330977?Language=E,13,HOC,2001-12-05,3829663,125,2001-12-18,http://parl.ca/Content/Bills/371/Government/C-46/c-46_1/c-46_1.pdf,37,Jean Chrétien,Liberal,1,F,Liberal,Minister of Justice,37,2001
6821441,2014-12-08T15:25:13,C-47,60.0,"An Act to correct certain anomalies, inconsistencies and errors and to deal with other matters of a non-controversial and uncomplicated nature in the Statutes of Canada and to repeal certain provisions that have expired, lapsed or otherwise ceased to have effect",House Government Bill,http://parl.ca/DocumentViewer/en/6826005?Language=E,80,HOC,2014-12-08,8546543,157,2015-02-26,http://parl.ca/Content/Bills/412/Government/C-47/C-47_3/C-47_3.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of Justice,3,2015
5812016,2012-11-06T10:14:29,C-47,192.0,An Act to enact the Nunavut Planning and Project Assessment Act and the Northwest Territories Surface Rights Board Act and to make related and consequential amendments to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/5822996?Language=E,225,HOC,2012-11-06,7772827,177,2013-06-19,http://parl.ca/Content/Bills/411/Government/C-47/C-47_1/C-47_1.PDF,41,Stephen Harper,Conservative,1,M,Conservative,Minister of Aboriginal Affairs and Northern Development,14,2013
4663061,2010-09-30T10:07:25,C-47,152.0,"A second Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures",House Government Bill,http://parl.ca/DocumentViewer/en/4668448?Language=E,76,HOC,2010-09-30,3834603,74,2010-12-15,http://parl.ca/Content/Bills/403/Government/C-47/C-47_1/C-47_1.PDF,40,Stephen Harper,Conservative,3,M,Conservative,Minister of Finance,25,2010
2754603,2007-03-02T12:12:17,C-47,22.0,An Act respecting the protection of marks related to the Olympic Games and the Paralympic Games and protection against certain misleading business associations and making a related amendment to the Trade-marks Act,House Government Bill,http://parl.ca/DocumentViewer/en/2764652?Language=E,112,HOC,2007-03-02,3830382,122,2007-06-22,http://parl.ca/Content/Bills/391/Government/C-47/C-47_1/C-47_1.PDF,39,Stephen Harper,Conservative,1,M,Conservative,Minister of Industry,25,2007
990162,2003-06-12T10:38:30,C-47,30.0,"An Act for granting to Her Majesty certain sums of money for the public service of Canada for the financial year ending March 31, 2004",House Government Bill,http://parl.ca/DocumentViewer/en/2532684?Language=E,7,HOC,2003-06-12,3836490,117,2003-06-19,http://parl.ca/Content/Bills/372/Government/C-47/C-47_3/C-47_3.PDF,37,Jean Chrétien,Liberal,2,F,Liberal,President of the Treasury Board,13,2003
