BillID,BillIntroducedDate,BillNumber,BillNumberOfPages,BillTitle,BillType,BillURL,DaysUntilRoyalAssent,FirstEventChamber,FirstEventDate,FirstEventId,FirstEventMeetingnumber,LastEventDate,PDFURL,ParliamentNumber,PrimeMinisterName,PrimeMinisterParty,SessionNumber,SponsorGender,SponsorParty,SponsorTitle,StatuteChapter,StatuteYear
8062279,2015-12-09T15:56:00,C-2,12.0,An Act to amend the Income Tax Act,House Government Bill,http://parl.ca/DocumentViewer/en/8064766?Language=E,372,HOC,2015-12-09,8762825,5,2016-12-15,http://parl.ca/Content/Bills/421/Government/C-2/C-2_1/C-2_1.PDF,42,Justin Trudeau,Liberal,1,M,Liberal,Minister of Finance,11,2016
6254806,2013-10-17T10:09:54,C-2,20.0,An Act to amend the Controlled Drugs and Substances Act,House Government Bill,http://parl.ca/DocumentViewer/en/6256959?Language=E,609,HOC,2013-10-17,8098684,2,2015-06-18,http://parl.ca/Content/Bills/412/Government/C-2/C-2_1/C-2_1.PDF,41,Stephen Harper,Conservative,2,F,Conservative,Minister of Health,22,2015
5085519,2011-06-13T15:03:53,C-2,18.0,An Act to amend the Criminal Code (mega-trials),House Government Bill,http://parl.ca/DocumentViewer/en/5087405?Language=E,13,HOC,2011-06-13,3886448,7,2011-06-26,http://parl.ca/Content/Bills/411/Government/C-2/C-2_1/C-2_1.PDF,41,Stephen Harper,Conservative,1,M,Conservative,Minister of Justice,16,2011
4333701,2010-03-10T15:12:16,C-2,46.0,"An Act to implement the Free Trade Agreement between Canada and the Republic of Colombia, the Agreement on the Environment between Canada and the Republic of Colombia and the Agreement on Labour Cooperation between Canada and the Republic of Colombia",House Government Bill,http://parl.ca/DocumentViewer/en/4338392?Language=E,111,HOC,2010-03-10,3835779,6,2010-06-29,http://parl.ca/Content/Bills/403/Government/C-2/C-2_1/C-2_1.PDF,40,Stephen Harper,Conservative,3,M,Conservative,Minister of International Trade,4,2010
3628710,2009-01-28T15:06:58,C-2,84.0,"An Act to implement the Free Trade Agreement between Canada and the States of the European Free Trade Association (Iceland, Liechtenstein, Norway, Switzerland), the Agreement on Agriculture between Canada and the Republic of Iceland, the Agreement on Agriculture between Canada and the Kingdom of Norway and the Agreement on Agriculture between Canada and the Swiss Confederation",House Government Bill,http://parl.ca/DocumentViewer/en/3632502?Language=E,91,HOC,2009-01-28,3838535,3,2009-04-29,http://parl.ca/Content/Bills/402/Government/C-2/C-2_1/C-2_1.PDF,40,Stephen Harper,Conservative,2,M,Conservative,Minister of International Trade and Minister for the Asia-Pacific Gateway,6,2009
3076458,2007-10-18T10:05:52,C-2,56.0,An Act to amend the Criminal Code and to make consequential amendments to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/3078412?Language=E,133,HOC,2007-10-18,3833887,3,2008-02-28,http://parl.ca/Content/Bills/392/Government/C-2/C-2_1/C-2_1.PDF,39,Stephen Harper,Conservative,2,M,Conservative,Minister of Justice,6,2008
2158135,2006-04-11T10:06:18,C-2,274.0,"An Act providing for conflict of interest rules, restrictions on election financing and measures respecting administrative transparency, oversight and accountability",House Government Bill,http://parl.ca/DocumentViewer/en/2333855?Language=E,245,HOC,2006-04-11,3835072,7,2006-12-12,http://parl.ca/Content/Bills/391/Government/C-2/C-2_1/C-2_1.PDF,39,Stephen Harper,Conservative,1,M,Conservative,President of the Treasury Board,9,2006
1395588,2004-10-08T12:16:21,C-2,40.0,An Act to amend the Criminal Code (protection of children and other vulnerable persons) and the Canada Evidence Act,House Government Bill,http://parl.ca/DocumentViewer/en/2334051?Language=E,285,HOC,2004-10-08,3837232,5,2005-07-20,http://parl.ca/Content/Bills/381/Government/C-2/C-2_1/C-2_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of Justice,32,2005
508919,2002-10-03T13:41:15,C-2,87.0,An Act to establish a process for assessing the environmental and socio-economic effects of certain activities in Yukon,House Government Bill,http://parl.ca/DocumentViewer/en/2331362?Language=E,222,HOC,2002-10-03,3833057,4,2003-05-13,http://parl.ca/Content/Bills/372/Government/C-2/c-2_1/c-2_1.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of Indian Affairs and Northern Development,7,2003
9992,2001-02-02T14:00:11,C-2,15.0,An Act to amend the Employment Insurance Act and the Employment Insurance (Fishing) Regulations,House Government Bill,http://parl.ca/DocumentViewer/en/2330900?Language=E,97,HOC,2001-02-02,3832905,5,2001-05-10,http://parl.ca/Content/Bills/371/Government/C-2/c-2_1/C-2_1.pdf,37,Jean Chrétien,Liberal,1,F,Liberal,Minister of Human Resources Development,5,2001
8064045,2015-12-10T18:41:04,C-3,8.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2016",House Government Bill,http://parl.ca/DocumentViewer/en/8068271?Language=E,1,HOC,2015-12-10,8764130,6,2015-12-11,http://parl.ca/Content/Bills/421/Government/C-3/C-3_3/C-3_3.PDF,42,Justin Trudeau,Liberal,1,M,Liberal,President of the Treasury Board,42,2015
6254809,2013-10-18T12:11:25,C-3,116.0,"An Act to enact the Aviation Industry Indemnity Act, to amend the Aeronautics Act, the Canada Marine Act, the Marine Liability Act and the Canada Shipping Act, 2001 and to make consequential amendments to other Acts",House Government Bill,http://parl.ca/DocumentViewer/en/6259775?Language=E,417,HOC,2013-10-18,8102634,3,2014-12-09,http://parl.ca/Content/Bills/412/Government/C-3/C-3_1/C-3_1.PDF,41,Stephen Harper,Conservative,2,F,Conservative,Minister of Transport,29,2014
5085532,2011-06-14T10:07:53,C-3,58.0,"An Act to implement certain provisions of the 2011 budget as updated on June 6, 2011",House Government Bill,http://parl.ca/DocumentViewer/en/5088345?Language=E,12,SEN,2011-06-14,3888850,6,2011-06-26,http://parl.ca/Content/Bills/411/Government/C-3/C-3_1/C-3_1.PDF,41,Stephen Harper,Conservative,1,M,Conservative,Minister of Finance,15,2011
4336828,2010-03-11T10:03:30,C-3,8.0,An Act to promote gender equity in Indian registration by responding to the Court of Appeal for British Columbia decision in McIvor v. Canada (Registrar of Indian and Northern Affairs),House Government Bill,http://parl.ca/DocumentViewer/en/4340270?Language=E,279,HOC,2010-03-11,3839407,7,2010-12-15,http://parl.ca/Content/Bills/403/Government/C-3/C-3_1/C-3_1.PDF,40,Stephen Harper,Conservative,3,M,Conservative,"Minister of Indian Affairs and Northern Development, Federal Interlocutor for Métis and Non-Status Indians and Minister of the Canadian Northern Economic Development Agency",18,2010
3628791,2009-01-28T15:08:55,C-3,6.0,An Act to amend the Arctic Waters Pollution Prevention Act,House Government Bill,http://parl.ca/DocumentViewer/en/3632475?Language=E,134,HOC,2009-01-28,3838536,3,2009-06-11,http://parl.ca/Content/Bills/402/Government/C-3/C-3_1/C-3_1.PDF,40,Stephen Harper,Conservative,2,M,Conservative,"Minister of Transport, Infrastructure and Communities",11,2009
3076462,2007-10-22T15:07:26,C-3,24.0,An Act to amend the Immigration and Refugee Protection Act (certificate and special advocate) and to make a consequential amendment to another Act,House Government Bill,http://parl.ca/DocumentViewer/en/3081183?Language=E,115,HOC,2007-10-22,3838337,5,2008-02-14,http://parl.ca/Content/Bills/392/Government/C-3/C-3_1/C-3_1.PDF,39,Stephen Harper,Conservative,2,M,Conservative,Minister of Public Safety,3,2008
2162139,2006-04-24T15:07:01,C-3,36.0,An Act respecting international bridges and tunnels and making a consequential amendment to another Act,House Government Bill,http://parl.ca/DocumentViewer/en/2333863?Language=E,283,HOC,2006-04-24,3833431,8,2007-02-01,http://parl.ca/Content/Bills/391/Government/C-3/C-3_1/C-3_1.PDF,39,Stephen Harper,Conservative,1,M,Conservative,"Minister of Transport, Infrastructure and Communities",1,2007
1395617,2004-10-08T12:17:30,C-3,32.0,"An Act to amend the Canada Shipping Act, the Canada Shipping Act, 2001, the Canada National Marine Conservation Areas Act and the Oceans Act",House Government Bill,http://parl.ca/DocumentViewer/en/2334221?Language=E,258,HOC,2004-10-08,3837233,5,2005-06-23,http://parl.ca/Content/Bills/381/Government/C-3/C-3_1/C-3_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of Transport,29,2005
1183804,2004-02-10T10:15:00,C-3,33.0,An Act to amend the Canada Elections Act and the Income Tax Act,House Government Bill,http://parl.ca/DocumentViewer/en/2331593?Language=E,94,HOC,2004-02-10,3829948,7,2004-05-14,http://parl.ca/Content/Bills/373/Government/C-3/c-3_1/c-3_1.pdf,37,Paul Martin,Liberal,3,M,Liberal,Leader of the Government in the House of Commons,24,2004
508923,2002-10-03T13:44:42,C-3,26.0,An Act to amend the Canada Pension Plan and the Canada Pension Plan Investment Board Act,House Government Bill,http://parl.ca/DocumentViewer/en/2331384?Language=E,182,HOC,2002-10-03,3833058,4,2003-04-03,http://parl.ca/Content/Bills/372/Government/C-3/c-3_1/c-3_1.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of Finance,5,2003
9999,2001-02-02T15:48:36,C-3,10.0,An Act to amend the Eldorado Nuclear Limited Reorganization and Divestiture Act and the Petro-Canada Public Participation Act,House Government Bill,http://parl.ca/DocumentViewer/en/2330927?Language=E,132,HOC,2001-02-02,3832896,5,2001-06-14,http://parl.ca/Content/Bills/371/Government/C-3/c-3_1/C-3_1.pdf,37,Jean Chrétien,Liberal,1,M,Liberal,Minister of Natural Resources,18,2001
6258538,2013-10-22T10:04:12,C-4,322.0,"A second act to implement certain provisions of the budget tabled in Parliament on March 21, 2013 and other measures",House Government Bill,http://parl.ca/DocumentViewer/en/6263082?Language=E,51,HOC,2013-10-22,8105108,5,2013-12-12,http://parl.ca/Content/Bills/412/Government/C-4/C-4_1/C-4_1.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of Finance,40,2013
3628831,2009-01-28T15:10:11,C-4,198.0,An Act respecting not-for-profit corporations and certain other corporations,House Government Bill,http://parl.ca/DocumentViewer/en/3632496?Language=E,146,HOC,2009-01-28,3838537,3,2009-06-23,http://parl.ca/Content/Bills/402/Government/C-4/C-4_1/C-4_1.PDF,40,Stephen Harper,Conservative,2,F,Conservative,Minister of State (Small Business and Tourism),23,2009
2162134,2006-04-24T15:08:19,C-4,6.0,An Act to amend An Act to amend the Canada Elections Act and the Income Tax Act,House Government Bill,http://parl.ca/DocumentViewer/en/2333869?Language=E,17,HOC,2006-04-24,3833432,8,2006-05-11,http://parl.ca/Content/Bills/391/Government/C-4/C-4_1/C-4_1.PDF,39,Stephen Harper,Conservative,1,M,Conservative,Leader of the Government in the House of Commons and Minister for Democratic Reform,1,2006
1395648,2004-10-08T12:19:14,C-4,124.0,An Act to implement the Convention on International Interests in Mobile Equipment and the Protocol to the Convention on International Interests in Mobile Equipment on Matters Specific to Aircraft Equipment,House Government Bill,http://parl.ca/DocumentViewer/en/2334037?Language=E,139,HOC,2004-10-08,3837234,5,2005-02-24,http://parl.ca/Content/Bills/381/Government/C-4/C-4_1/C-4_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of Transport,3,2005
1188061,2004-02-11T00:00:00,C-4,35.0,An Act to amend the Parliament of Canada Act (Ethics Commissioner and Senate Ethics Officer) and other Acts in consequence,House Government Bill,http://parl.ca/DocumentViewer/en/2331607?Language=E,49,SEN,2004-02-11,3487477,6,2004-03-31,http://parl.ca/Content/Bills/373/Government/C-4/c-4_3/c-4_3.pdf,37,Paul Martin,Liberal,3,M,Liberal,Leader of the Government in the House of Commons,7,2004
508929,2002-10-03T13:49:37,C-4,6.0,An Act to amend the Nuclear Safety and Control Act,House Government Bill,http://parl.ca/DocumentViewer/en/2331408?Language=E,133,HOC,2002-10-03,3833059,4,2003-02-13,http://parl.ca/Content/Bills/372/Government/C-4/c-4_1/c-4_1.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of Natural Resources,1,2003
10001,2001-02-02T11:02:07,C-4,26.0,An Act to establish a foundation to fund sustainable development technology,House Government Bill,http://parl.ca/DocumentViewer/en/2330961?Language=E,132,HOC,2001-02-02,3832906,5,2001-06-14,http://parl.ca/Content/Bills/371/Government/C-4/c-4_1/C-4_1.pdf,37,Jean Chrétien,Liberal,1,M,Liberal,Minister of Natural Resources,23,2001
6262331,2013-10-24T10:04:29,C-5,294.0,"An Act to amend the Canada-Newfoundland Atlantic Accord Implementation Act, the Canada-Nova Scotia Offshore Petroleum Resources Accord Implementation Act and other Acts and to provide for certain other measures",House Government Bill,http://parl.ca/DocumentViewer/en/6266631?Language=E,238,HOC,2013-10-24,8107626,7,2014-06-19,http://parl.ca/Content/Bills/412/Government/C-5/C-5_1/C-5_1.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of Natural Resources,13,2014
3629244,2009-01-28T15:12:43,C-5,28.0,An Act to amend the Indian Oil and Gas Act,House Government Bill,http://parl.ca/DocumentViewer/en/3632459?Language=E,106,HOC,2009-01-28,3838538,3,2009-05-14,http://parl.ca/Content/Bills/402/Government/C-5/C-5_1/C-5_1.PDF,40,Stephen Harper,Conservative,2,M,Conservative,Minister of Indian Affairs and Northern Development and Federal Interlocutor for Métis and Non-Status Indians,7,2009
2162144,2006-04-24T15:12:26,C-5,16.0,An Act respecting the establishment of the Public Health Agency of Canada and amending certain Acts,House Government Bill,http://parl.ca/DocumentViewer/en/2333879?Language=E,232,HOC,2006-04-24,3833433,8,2006-12-12,http://parl.ca/Content/Bills/391/Government/C-5/C-5_1/C-5_1.PDF,39,Stephen Harper,Conservative,1,M,Conservative,Minister of Health,5,2006
1395740,2004-10-08T12:20:09,C-5,22.0,An Act to provide financial assistance for post-secondary education savings,House Government Bill,http://parl.ca/DocumentViewer/en/2334040?Language=E,68,HOC,2004-10-08,3837235,5,2004-12-15,http://parl.ca/Content/Bills/381/Government/C-5/C-5_1/C-5_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of Human Resources and Skills Development,26,2004
1188091,2004-02-11T00:00:00,C-5,6.0,An Act respecting the effective date of the representation order of 2003,House Government Bill,http://parl.ca/DocumentViewer/en/2331609?Language=E,29,SEN,2004-02-11,3487478,6,2004-03-11,http://parl.ca/Content/Bills/373/Government/C-5/c-5_3/c-5_3.pdf,37,Paul Martin,Liberal,3,M,Liberal,Leader of the Government in the House of Commons,1,2004
514746,2002-10-09T10:01:01,C-5,106.0,An Act respecting the protection of wildlife species at risk in Canada,House Government Bill,http://parl.ca/DocumentViewer/en/2331434?Language=E,64,HOC,2002-10-09,3839819,8,2002-12-12,http://parl.ca/Content/Bills/372/Government/C-5/c-5_3/c-5_3.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of the Environment,29,2002
6263567,2013-10-25T11:57:41,C-6,32.0,An Act to implement the Convention on Cluster Munitions,House Government Bill,http://parl.ca/DocumentViewer/en/6268618?Language=E,377,HOC,2013-10-25,8108301,8,2014-11-06,http://parl.ca/Content/Bills/412/Government/C-6/C-6_1/C-6_1.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of Foreign Affairs,27,2014
5089903,2011-06-20T15:04:49,C-6,12.0,An Act to provide for the resumption and continuation of postal services,House Government Bill,http://parl.ca/DocumentViewer/en/5098158?Language=E,6,HOC,2011-06-20,3912771,11,2011-06-26,http://parl.ca/Content/Bills/411/Government/C-6/C-6_1/C-6_1.PDF,41,Stephen Harper,Conservative,1,F,Conservative,Minister of Labour,17,2011
4364484,2010-03-23T13:13:08,C-6,42.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2010",House Government Bill,http://parl.ca/DocumentViewer/en/5076769?Language=E,8,HOC,2010-03-23,3841418,15,2010-03-31,http://parl.ca/Content/Bills/403/Government/C-6/C-6_3/C-6_3.PDF,40,Stephen Harper,Conservative,3,M,Conservative,President of the Treasury Board,1,2010
1395750,2004-10-08T12:56:33,C-6,26.0,An Act to establish the Department of Public Safety and Emergency Preparedness and to amend or repeal certain Acts,House Government Bill,http://parl.ca/DocumentViewer/en/2333857?Language=E,166,HOC,2004-10-08,3837236,5,2005-03-23,http://parl.ca/Content/Bills/381/Government/C-6/C-6_1/C-6_1.PDF,38,Paul Martin,Liberal,1,F,Liberal,Minister of Public Safety and Emergency Preparedness,10,2005
1188157,2004-02-11T00:00:00,C-6,44.0,An Act respecting assisted human reproduction and related research,House Government Bill,http://parl.ca/DocumentViewer/en/2331611?Language=E,47,SEN,2004-02-11,3487480,6,2004-03-29,http://parl.ca/Content/Bills/373/Government/C-6/c-6_3/c-6_3.pdf,37,Paul Martin,Liberal,3,M,Liberal,Minister of Health,2,2004
514754,2002-10-09T15:28:30,C-6,41.0,"An Act to establish the Canadian Centre for the Independent Resolution of First Nations Specific Claims to provide for the filing, negotiation and resolution of specific claims and to make related amendments to other Acts",House Government Bill,http://parl.ca/DocumentViewer/en/2331446?Language=E,394,HOC,2002-10-09,3839818,8,2003-11-07,http://parl.ca/Content/Bills/372/Government/C-6/c-6_1/c-6_1.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of Indian Affairs and Northern Development,23,2003
9998,2001-02-05T16:06:46,C-6,10.0,An Act to amend the International Boundary Waters Treaty Act,House Government Bill,http://parl.ca/DocumentViewer/en/2331004?Language=E,316,HOC,2001-02-05,3836117,6,2001-12-18,http://parl.ca/Content/Bills/371/Government/C-6/c-6_1/C-6_1.pdf,37,Jean Chrétien,Liberal,1,M,Liberal,Minister of Foreign Affairs,40,2001
6263562,2013-10-25T12:06:05,C-7,10.0,An Act to amend the Museums Act in order to establish the Canadian Museum of History and to make consequential amendments to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/6268614?Language=E,48,HOC,2013-10-25,8108302,8,2013-12-12,http://parl.ca/Content/Bills/412/Government/C-7/C-7_1/C-7_1.PDF,41,Stephen Harper,Conservative,2,F,Conservative,Minister of Canadian Heritage and Official Languages,38,2013
3630955,2009-01-29T10:28:51,C-7,134.0,An Act to amend the Marine Liability Act and the Federal Courts Act and to make consequential amendments to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/3634222?Language=E,145,HOC,2009-01-29,3830779,4,2009-06-23,http://parl.ca/Content/Bills/402/Government/C-7/C-7_1/C-7_1.PDF,40,Stephen Harper,Conservative,2,M,Conservative,"Minister of Transport, Infrastructure and Communities",21,2009
4364516,2010-03-23T18:06:17,C-7,30.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2011",House Government Bill,http://parl.ca/DocumentViewer/en/5076775?Language=E,8,HOC,2010-03-23,3841419,15,2010-03-31,http://parl.ca/Content/Bills/403/Government/C-7/C-7_3/C-7_3.PDF,40,Stephen Harper,Conservative,3,M,Conservative,President of the Treasury Board,2,2010
1395782,2004-10-08T12:57:22,C-7,16.0,An Act to amend the Department of Canadian Heritage Act and the Parks Canada Agency Act and to make related amendments to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/2333880?Language=E,139,HOC,2004-10-08,3837237,5,2005-02-24,http://parl.ca/Content/Bills/381/Government/C-7/C-7_1/C-7_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of the Environment,2,2005
1188160,2004-02-11T00:00:00,C-7,118.0,"An Act to amend certain Acts of Canada, and to enact measures for implementing the Biological and Toxin Weapons Convention, in order to enhance public safety",House Government Bill,http://parl.ca/DocumentViewer/en/2331613?Language=E,85,SEN,2004-02-11,3487481,6,2004-05-06,http://parl.ca/Content/Bills/373/Government/C-7/c-7_3/c-7_3.pdf,37,Paul Martin,Liberal,3,M,Liberal,Minister of Transport,15,2004
10037,2001-02-05T16:12:20,C-7,197.0,An Act in respect of criminal justice for young persons and to amend and repeal other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/2331009?Language=E,379,HOC,2001-02-05,3836118,6,2002-02-19,http://parl.ca/Content/Bills/371/Government/C-7/c-7_1/C-7_1.pdf,37,Jean Chrétien,Liberal,1,F,Liberal,Minister of Justice,1,2002
8160219,2016-03-21T11:04:56,C-8,36.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2016",House Government Bill,http://parl.ca/DocumentViewer/en/8163656?Language=E,3,HOC,2016-03-21,8840581,32,2016-03-24,http://parl.ca/Content/Bills/421/Government/C-8/C-8_3/C-8_3.PDF,42,Justin Trudeau,Liberal,1,M,Liberal,President of the Treasury Board,1,2016
6266835,2013-10-28T15:04:06,C-8,54.0,An Act to amend the Copyright Act and the Trade-marks Act and to make consequential amendments to other Acts,House Government Bill,http://parl.ca/DocumentViewer/en/6270288?Language=E,407,HOC,2013-10-28,8109792,9,2014-12-09,http://parl.ca/Content/Bills/412/Government/C-8/C-8_1/C-8_1.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of Industry,32,2014
5093532,2011-06-22T00:00:00,C-8,100.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2012",House Government Bill,http://parl.ca/DocumentViewer/en/5107868?Language=E,4,SEN,2011-06-22,3924792,10,2011-06-26,http://parl.ca/Content/Bills/411/Government/C-8/C-8_3/C-8_3.PDF,41,Stephen Harper,Conservative,1,M,Conservative,President of the Treasury Board,18,2011
3085450,2007-10-29T15:05:17,C-8,14.0,An Act to amend the Canada Transportation Act (railway transportation),House Government Bill,http://parl.ca/DocumentViewer/en/3087613?Language=E,122,HOC,2007-10-29,3838343,10,2008-02-28,http://parl.ca/Content/Bills/392/Government/C-8/C-8_1/C-8_1.PDF,39,Stephen Harper,Conservative,2,M,Conservative,"Minister of Transport, Infrastructure and Communities",5,2008
2171956,2006-05-03T18:19:27,C-8,1.0,"An Act for granting to Her Majesty certain sums of money for the public service of Canada for the financial year ending March 31, 2007",House Government Bill,http://parl.ca/DocumentViewer/en/2614695?Language=E,8,HOC,2006-05-03,3830216,15,2006-05-11,http://parl.ca/Content/Bills/391/Government/C-8/C-8_3/C-8_3.PDF,39,Stephen Harper,Conservative,1,M,Conservative,President of the Treasury Board,2,2006
1395798,2004-10-08T12:58:34,C-8,8.0,"An Act to amend the Financial Administration Act, the Canada School of Public Service Act and the Official Languages Act",House Government Bill,http://parl.ca/DocumentViewer/en/2333893?Language=E,195,HOC,2004-10-08,3837238,5,2005-04-21,http://parl.ca/Content/Bills/381/Government/C-8/C-8_1/C-8_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,President of the Treasury Board,15,2005
1188185,2004-02-11T00:00:00,C-8,26.0,"An Act to establish the Library and Archives of Canada, to amend the Copyright Act and to amend certain Acts in consequence",House Government Bill,http://parl.ca/DocumentViewer/en/2331615?Language=E,71,SEN,2004-02-11,3487482,6,2004-04-22,http://parl.ca/Content/Bills/373/Government/C-8/c-8_3/c-8_3.pdf,37,Paul Martin,Liberal,3,F,Liberal,Minister of Canadian Heritage,11,2004
514762,2002-10-09T09:59:28,C-8,71.0,An Act to protect human health and safety and the environment by regulating products used for the control of pests,House Government Bill,http://parl.ca/DocumentViewer/en/2331451?Language=E,64,HOC,2002-10-09,3839823,8,2002-12-12,http://parl.ca/Content/Bills/372/Government/C-8/c-8_3/c-8_3.pdf,37,Jean Chrétien,Liberal,2,F,Liberal,Minister of Health,28,2002
10045,2001-02-07T16:15:51,C-8,944.0,An Act to establish the Financial Consumer Agency of Canada and to amend certain Acts in relation to financial institutions,House Government Bill,http://parl.ca/DocumentViewer/en/2331012?Language=E,127,HOC,2001-02-07,3829554,8,2001-06-14,http://parl.ca/Content/Bills/371/Government/C-8/c-8_1/C-8_1.pdf,37,Jean Chrétien,Liberal,1,M,Liberal,Minister of Finance,9,2001
8160240,2016-03-21T11:06:01,C-9,28.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",House Government Bill,http://parl.ca/DocumentViewer/en/8163557?Language=E,3,HOC,2016-03-21,8840582,32,2016-03-24,http://parl.ca/Content/Bills/421/Government/C-9/C-9_3/C-9_3.PDF,42,Justin Trudeau,Liberal,1,M,Liberal,President of the Treasury Board,2,2016
6266869,2013-10-29T10:06:47,C-9,22.0,An Act respecting the election and term of office of chiefs and councillors of certain First Nations and the composition of council of those First Nations,House Government Bill,http://parl.ca/DocumentViewer/en/6271769?Language=E,164,HOC,2013-10-29,8113679,10,2014-04-11,http://parl.ca/Content/Bills/412/Government/C-9/C-9_1/C-9_1.PDF,41,Stephen Harper,Conservative,2,M,Conservative,Minister of Aboriginal Affairs and Northern Development,5,2014
5093559,2011-06-22T00:00:00,C-9,18.0,"An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2012",House Government Bill,http://parl.ca/DocumentViewer/en/5107897?Language=E,4,SEN,2011-06-22,3924802,10,2011-06-26,http://parl.ca/Content/Bills/411/Government/C-9/C-9_3/C-9_3.PDF,41,Stephen Harper,Conservative,1,M,Conservative,President of the Treasury Board,19,2011
3635134,2009-02-02T15:05:49,C-9,44.0,"An Act to amend the Transportation of Dangerous Goods Act, 1992",House Government Bill,http://parl.ca/DocumentViewer/en/3636464?Language=E,101,HOC,2009-02-02,3835588,6,2009-05-14,http://parl.ca/Content/Bills/402/Government/C-9/C-9_1/C-9_1.PDF,40,Stephen Harper,Conservative,2,M,Conservative,"Minister of Transport, Infrastructure and Communities",9,2009
4371983,2010-03-29T15:05:14,C-9,904.0,"An Act to implement certain provisions of the budget tabled in Parliament on March 4, 2010 and other measures",House Government Bill,http://parl.ca/DocumentViewer/en/4402776?Language=E,105,HOC,2010-03-29,3839424,19,2010-07-12,http://parl.ca/Content/Bills/403/Government/C-9/C-9_1/C-9_1.PDF,40,Stephen Harper,Conservative,3,M,Conservative,Minister of Finance,12,2010
3085453,2007-10-29T15:06:34,C-9,28.0,An Act to implement the Convention on the Settlement of Investment Disputes between States and Nationals of Other States (ICSID Convention),House Government Bill,http://parl.ca/DocumentViewer/en/3087670?Language=E,136,HOC,2007-10-29,3838344,10,2008-03-13,http://parl.ca/Content/Bills/392/Government/C-9/C-9_1/C-9_1.PDF,39,Stephen Harper,Conservative,2,M,Conservative,Minister of Foreign Affairs,8,2008
2172003,2006-05-04T10:04:17,C-9,6.0,An Act to amend the Criminal Code (conditional sentence of imprisonment),House Government Bill,http://parl.ca/DocumentViewer/en/2333889?Language=E,392,HOC,2006-05-04,3833447,16,2007-05-31,http://parl.ca/Content/Bills/391/Government/C-9/C-9_1/C-9_1.PDF,39,Stephen Harper,Conservative,1,M,Conservative,Minister of Justice,12,2007
1395862,2004-10-08T13:03:36,C-9,20.0,An Act to establish the Economic Development Agency of Canada for the Regions of Quebec,House Government Bill,http://parl.ca/DocumentViewer/en/2333900?Language=E,258,HOC,2004-10-08,3837239,5,2005-06-23,http://parl.ca/Content/Bills/381/Government/C-9/C-9_1/C-9_1.PDF,38,Paul Martin,Liberal,1,M,Liberal,Minister of the Economic Development Agency of Canada for the Regions of Quebec,26,2005
1188095,2004-02-12T10:07:28,C-9,44.0,An Act to amend the Patent Act and the Food and Drugs Act (The Jean Chrétien Pledge to Africa),House Government Bill,http://parl.ca/DocumentViewer/en/2331617?Language=E,92,HOC,2004-02-12,3839986,9,2004-05-14,http://parl.ca/Content/Bills/373/Government/C-9/c-9_1/c-9_1.pdf,37,Paul Martin,Liberal,3,F,Liberal,Minister of Industry,23,2004
514772,2002-10-09T15:53:46,C-9,64.0,An Act to amend the Canadian Environmental Assessment Act,House Government Bill,http://parl.ca/DocumentViewer/en/2331453?Language=E,245,HOC,2002-10-09,3839820,8,2003-06-11,http://parl.ca/Content/Bills/372/Government/C-9/c-9_1/c-9_1.pdf,37,Jean Chrétien,Liberal,2,M,Liberal,Minister of the Environment,9,2003
